,Unnamed: 0,Unnamed: 0.1,review,id,product
10,10,9910,"good movie: It is worth to watch, good story, scaring but also attractive, should it is very good for friends' gathering, all ppl watch together",9910,product 1
11,11,9911,good: Its a great movie for jumps and scares and the story is not that bad. I have a high end system and the audio is pretty awesome as it helps convey the Scary elements. The picture is good on my HD TV but not the best I've seen. Its a great movie to pop on a rainy night especially enjoyed on a good surround sound system!,9911,product 4
12,12,9912,"Terrorific Extreme Adventuring: When watching this movie, I feel like I'm in that labyrinthine cave so far underground--just as I find myself on the mountain and in the crevasse when viewing Touching the Void. I found the troglodytes very believable as well. The character development was quite adequate. The acting was fine. I found nothing that detracted from the experience except the very last 10 seconds (which I won't give away). I find this movie to be an engrossing terrorific adventure.",9912,product 2
13,13,9913,good all the way thru: Genuinly creepy and disturbing. Good special effects make the a claustrophobics nightmare. The second one follows suit. Worth your time,9913,product 3
14,14,9914,"Better than expected.: Not bad! Worth the watch! The monsters or whatever were a little weird but oh well, still some scary stuff.",9914,product 4
15,15,9915,I'm not going spelunking!: If ever a movie made me want to stay out of dark caves this one is it. Love the creepy dark surprises.,9915,product 5
16,16,9916,"A good flick: This is a good modern take on a wonderful H.P. Lovecraft story. The claustrophobic element is great, the cinematography is good and the story keeps you entertained.",9916,product 4
17,17,9917,Stay Far Away from Caves: Very suspenseful and scary gem of a horror movie. The tension just keeps growing until you can't take it anymore. The creatures are simple but effective especially in the right light. Can't wait to see what the director does next. Ignore the awful sequel.,9917,product 4
18,18,9918,Not bad for a budget movie: I thought they did a good job with makeup in the movie but the script and the way it was directed was not typical for a movie of this type. Made it feel more budget.,9918,product 1
19,19,9919,"What a movie....: This movie was very very good, but confusing at the end. It is a great scare, most will enjoy the movie. Be ready for a fright night! Enjoy!",9919,product 1
20,20,9920,"Waste of Time: READ THE BOOK!!! This is just a horribly pieced together slasher film. The book is a really good read, don't see this unless you're trying to scare your eight ear old sibling.",9920,product 5
21,21,9921,"The Descent: This is quite simply one of the best horror movies ever made. And this comes from a person who watches almost nothing but horror every day. Never has a movie been so bleak since ""John Carpenter's The Thing"". Neil Marshall first made his mark on ""Dog Soldiers"", another excellent film, and the direction here was even more fantastic. The all-female cast was perfect, just spot-on, and the creatures both looked and acted like no others I have ever seen. The gore was immense, absolutely amazing, you will do yourself a favor by picking up the unrated version of the film. This movie is beyond your typical hack n' slash horror film, the characters are so greatly fleshed out you really get a chance to know and become attached to them. None of the women are just disposable gore fodder. Bloody, disgusting, frightening, claustrophobic, amazing. This is one of my favorite movies, if not my favorite, ever made.",9921,product 4
22,22,9922,"The Descent.: A Bunch of Women who want to be Men well not all of them, go into a Cave(no pun intended) and meet some interesting Things on the way down(That's what she said), and so these ""Things"" Or Creatures apparently have it out for them, Short and Silly review but hey it is what is,I did like the Movie and I certainly Enjoyed it More than The Descent 2.",9922,product 1
23,23,9923,"The Descent: This movie was really great, I wasn't expecting much, but this movie has more blood than any horror movie I've seen so far. Good story, very scary at times, and I don't scare easily, enjoyed this movie very much.",9923,product 5
24,24,9924,"WOW Great movie!!: I could just say ""WOW"" and leave it at that! If you like scary movies, movies with lots of action, and movies that you finish watching and want to watch again just because IT WAS THAT GOOD......well, then buy this movie!! It has become one of my favorite movies of all time, and I've watched a lot of horror movies!!",9924,product 5
25,25,9925,"Descent Review: I ordered the DVD and it would not play the last two chapters, so I received another DVD and it still would not play the last two chapters. I only got part of my money back for something that was not my fault. I am not very happy with how the purchase turned out. I have not heard why both of the DVD's would not play the last two chapters also.",9925,product 5
26,26,9926,"No turkey just a STINKER: Wow- i remember renting this when it first came out, and probably would have both excited and scared me if i was 12, ok maybe 13 or even 14. Beyond predictable, and the scary stuff was just smoke and mirrors to me. Really a waste of time as I have seen better B plots. Filmography was decent but that was about it",9926,product 2
27,27,9927,BORED AT ALL...: I SAW THE MOVIE BUT IT'S BORED AT ALL. ALSO IT'S NOT ENJOYMENT. THE CREATURE WAS STRANGE AND DISGUSTING. I THOUGHT THIS MOVIE WAS GOOD-LOOKINGBUT IT WAS NOT. ANYWAY THIS MOVIE WAS A FAILURE.,9927,product 3
28,28,9928,"disappointing: I didn't find the Descent to be a very interesting film. It was a predictable storyline about a bunch of young women who go into a cave, and then they predictably get stuck and have to search for another way out.Once they're stuck in the cave, you can probably guess what happens next. Odd creatures come out (who apparently can't see, and have to rely on their hearing) and attack the women, in different ways. They weren't as scary as people made them out to be. Just typical-looking monsters.A big problem I had with the Descent was that the picture was incredibly dark, because the majority of the movie takes place in a cave, so darkness is mostly all around them, except for the flashlights and whatnot. A very dark film.There were a couple moments that made me jump, such as that scene in the beginning of the film when the woman jumped out of bed and walked to the window. Other than that, the movie was just a typical horror and bloodfest. It would be a good idea to look elsewhere.",9928,product 5
29,29,9929,"one star and one jump: This is one of the worst movies I have ever seen. I jumped once, but that doesn't make a scary movie. The first half of the film, nothing happens.. they all meet up, try to appeal to the male crowd by being all female, and you have all the typical characters. The know-it-all, the one with a bad past, the cocky one, etc. The reason this is not ""intense"" is that you see the creatures completely, they look like naked people that are all greasy (it's not a sexy as I just put it). and even the ending... spoiler... you don't know if she sees her friend who either somehow, impossibly made it out, or she is seeing it in her head, like she was doing throughout the movie. This is not even worth renting at the store.",9929,product 3
30,30,9930,"One of the worse horror films ever made.: Just finished watching this movie and the best thing about it is it finally ended.Slow, boring, and extremely gory with uninteresting characters tied to a script filled with cliches. That about does it except if you're having trouble sleeping do watch it since it's a wonderful cure for insomnia.",9930,product 4
31,31,9931,"Trash...utter trash: After getting about five minutes into this movie, I was wondering why I should care. I was wondering the same thing at fifteen minutes, half an hour, an hour, and all the way through the end.Frankly, I was bored, I thought the suspense was completely transparent, the characters unbelievable, and the acting mediocre at best.Complete waste of time. Watch paint dry instead. You'll thank yourself.",9931,product 2
32,32,9932,HORRIBLE. PLAIN HORRIBLE....: I have nothing good to say about this movie as it made no sense at all execpt that the female's British accents were cool.,9932,product 3
33,33,9933,"Well, that was terrible...: I'm disapointed that I'm never getting back the 99 minutes of my life I wasted on watching ""The Descent."" It's just as stupid as the Project Greenlight movie, ""Feast"" (horror/sci fi). This one definitly goes on the list of movies I wish I DIDN'T watch. VERY predictable...tried working off of sheer gore...and when that didn't work...well...I was kind of cheering for them all to die. ;-)The best part about this movie:I didn't pay to rent it, my sister did! Hahahaha...P.S. PICK SOMETHING ELSE...ANYTHING OTHER THAN THIS IS BETTER!",9933,product 5
34,34,9934,Desucked: If it wasnt for the suspense and the sudden frightenly few moments in the movie I would have given it 1 star.,9934,product 3
35,35,9935,"Slllloooowwwwwww and slower: I made it through about an hour of this horrible picture, I kept hoping something would happen. When a monster? finally appeared, it was like watching a silly kiddie horror film, after this I said I've had enough, everyone else watching it with me felt the same way. This was the british version, uncut.",9935,product 3
36,36,9936,"Pretty creepy: I had hopes for this one and it delivered. I liked how I was never sure what to expect, even though some elements were typical of suspenseful/horror movies. It was gory enough to make me cringe, and creative in that it isn't an unbeatable super-monster based tale. I like the ending, and would like to see the alternate, as well. Really good stuff!",9936,product 1
37,37,9937,"Intense: Overall a good intense movie. Character development was lacking thought, and as a result, it was difficult to determine the character's roles and dialect after they all got wet, dirty.... and bloody! I couldn't tell who was who. It kept me on the edge of me seat. I wasn't sure who was going to have a horrible accident, or who would fall prey to those ugly creatures. Most likely ""The Descent 2,"" will come out. I'll be looking forward to it!",9937,product 3
38,38,9938,"Take ""The Descent"" into a realm of pure terror!: If you are tired of those lame, ineffective horror movies that have been advertised to keep you on the edge of your seat and scare you to death, take a look at ""The Descent"" for a fresh new look on this view.This movie WILL terrify you beyond all belief. You will find yourself just as scared as the victims in this movie. You will be clenching onto the nearest item in anticipation for what is going to happen next. Because, trust me, you really have no idea what will happen next.I found myself practically leaping out of my seat in terror. And, trust me everyone, that RARELY happens. I go through most movies with a whatever attitude and don't show any fear. I make it through movies like The Exorcist without breaking a sweat. However, this movie had me wondering what was going to happen and my eyes were glued to the screen the entire time.Once again, IF you want that horror film that will not let you down in the slightest bit, pick up ""The Descent"" today.",9938,product 2
39,39,9939,"a veritable masterpiece: neil marshal's The descent"" is a great movie.the outline is as follows.six girlfriends go caving only to find out they are not alone in the cave.what follows is a fast paced adrenaline fueled thrill ride that grabs you by the throat and won't let go.there are many scary moments in the film.there is a nice buildup of suspense before the creatures are revealed, and once they are, they are terrifying.the acting is good and there characters are well developed in the early stages of the film(before the caving scenes).you may be out of breath before this one ends.if you get scared easy, you may want to watch this movie with someone or you might not get through it,as it is intense.i liked the twist ending, which sets up nicely for a sequal.i saw the britsh version, in which the ending apparrently differs from the north american.i can't wait to check out the north american version to compare.you have to check out this movie. 5* out of 5",9939,product 1
40,40,9940,"Finally, a decent horror movie: This had my heart in my throat from the verybeginning. It's about time they made a horror movie with strong female leads that doesn't degrade them or use them as eye candy dangled in front of a sadistic killer.This movie had a lot of layers to its characters and the creatures were freaking scary!",9940,product 3
41,41,9941,"Above grade: Very good horror flic. But the DVD ending left me puzzled. Turn out the lights, you'll be rewarded.",9941,product 3
42,42,9942,"Dark and Confusing: I had some problems with this film. It seems pretty implausible to me that six potential models would even take on this expedition. Even if I accept this premise, none of the characters distinguished themselves, so I therefore had no emotional investment in any of them. When they ultimately get to the depths of the cave things just become dark and confusing. By the end of the film I didn't know who was dead or dying and really didn't care.This is a well made film, but it could have been great if they had taken a cue from 'Deliverance' and reduced the amount of characters to four and gotten a well known actress or two.",9942,product 3
43,43,9943,"Looks good on blu-ray: Hmmmmmm, a few thoughts come to mind, gruesome,goulish,bloody. If you like that, then you will love this. It has a good plot, movie keeps you on your toes, but the blood and gore in the movie is apparent and graphic. Not suitable for children, period!",9943,product 4
44,44,9944,"The difference between unrated and regular version: First of all let me say i really enjoyed this movie. Not like a regular slasher. Its very good. I actually seen it at the show. Now the main difference that no one has listed out of all these reviews is, just the ending. I didnt see any more gore than was at show. Something unrated doesnt always mean extra gore or sex. Anyway just the ending is different than one that was seen in US theatres. I wont spoil ending for you if you havent seen, but most know from youtube what its really suppose to be. Anyway pick this movie up and add it to your collection. Its a keeper!",9944,product 2
45,45,9945,"Creepy Cave Trips Are Never a Good Idea: This movie is scary. This group of women thinks it is fun to go on annual adventure trips. I prefer a nice hotel on the beach, but creepy crawly caves sound better to them. You really get to know the characters and care about them and the things they have been through. It is their trip to the caves and what they go through there that will terrify you. If you are claustrophobic, you will definitely be freaked out by this movie. I love a good scary movie, which may be why I am an insomniac, and this movie is well written and acted and will give you the creeps. I highly recommend it. Power Path to Love",9945,product 5
46,46,9946,"Great Horror movie!: I love horror movies. Unfortunatly, it's hard for me to find any that actually scare me. ""The descent"", however, does a fantastic job. I popped it into my DVD player with the average expectations of a ""horror"" movie set in caves with girls as the protagonists. About halfway in though, when the ""monsters"" finally showed up, (with a very creepy introductory view from down a tunnel) I was pressed into my couch as far as I could go, arms around knees, and intently watching every moment of the movie.I have never squealed like a girl while watching a horror movie, but ""The Descent"" evoked several from me, and I was thankful to be watching it without witnesses!I highly recommend ""The Descent"" to anyone seeking a scary movie!",9946,product 4
47,47,9947,"Amazing.: 2006 has been packed with PG-13 horror films, lots of them. Then are the gore flicks (TCM the beginning), and other stuff. Finally, a good horror movie comes out in august: THE DESCENT, a British horror film with a good twist.STORY: One year after a car accedent, 6 women reunite in a cabin in the Appilachian mountains to Go on a caving expedition. When they arrive at the cave, the descent into the cave begins, and their exit is blocked. They keep praying and pushing, hoping for another exit, but a bunch of deadly creatures attack...THOUGHTS: THis is a cool movie. Good music, great s/fx, and great lighting, I thought it was cool that the only light was natural.SO see this film!",9947,product 1
48,48,9948,"The Descent Blu-ray Review: I already have this movie on DVD, but like it so much that I ordered it on Blu-ray too. I am very impressed with the quality of the HD. I recommend this movie to anyone who enjoys an original horror flick! I also continue to be impressed with Amazon's excellent service and quality products.",9948,product 1
49,49,9949,"Well cast, intense, and suprisingly unconventional: This movie could have easily been an inane, repititious, piece of garbage. Just cast one, or more, of US Weekly/STAR/TMZ's latest darlings. Let 'em stumble through the film with mediocre acting skills- but perfect hair and make up! The pay off? Why those opening weekend box office returns of course!Instead, ""The Descent"" takes the road less traveled, no pun intended. The cast are relative unknowns (at least to me, sorry if any of these women are household names in another country, shame on my ignorant behind) and they are all exceptional. These characters balance gritty and vulnerable so well. Altruistic and nurturing one minute, egomaniacal and totally aloof the next.The film exploits a common phobia; being trapped, enclosed places, etc., by showing us the most extreme and terrifying scenario. And it works! This movie is chillingly intense.",9949,product 2
50,50,9950,"Blows!!!: As I write this I'm 48 min. into the movie and i don't know if I'm watching a female version of cliffhanger or a Horror movie. All I have seen is 5 females have a sleepover in a cabin, some woman get stuck and starts to hyperventelate and some woman have a hard to time crossing over a hole. So if your up for watching 5 women having a caving expedition with the usual female driven bickering among each other then i would recommend it but if your looking for horror see Wolf Creek or something. Oh by the way i'm 56 min. into it now and still nothing. Save your money.",9950,product 1
51,51,9951,"CAVE-DWELLING SLASHER FLICK: My expectations were very high when I bought this DVD. The first 45 minutes of the movie were a little slow, but seemed to be building up some momentum. The first 15 minutes of cave diving with the bush league spilunkers was OK!. After that, the flick just turned into another slasher movie in a cave. The darkness added little and the plastic vampires were a little too stupid to watch. Nothing more than a slashers flick! What a total disappointment.",9951,product 2
52,52,9952,"Horrible film.: This film is utterly horrible. Gore shoots from the creatures and women as if propelled from a pressure washer, the creatures somehow rip several of the women to shreds without their teeth coming into contact with flesh, their movements look ridiculous as they are not actually moving more quickly but the film rate is, the ""monsters"" are on camera far too much and end up looking silly rather than scary, a woman accidentally kills a companion in the heat of battle and is judged, crippled and left for dead by another of the group, a dream/gotcha ending, and a nonexistent plot.I am a fan or horror movies, but this one is just not good. It starts off with a compelling story and then ends up being a slasher flick with characters so annoying, protagonist included, that you cannot wait for them to die. Although a lot of time and money was spent on special effects, it is not a redeeming factor. As an obscure military leadership saying goes, ""You can't polish a turd.""",9952,product 5
53,53,9953,"BOOOOOORRRING!!!!: Until now, there was some debate aboutPlan 9 from Outer Spacebeing the worst movie ever made. Well, the debate is over...The Descent (Unrated Widescreen Edition)wins that prize hands down! There's definitely something wrong with a movie when you find yourself rooting for the monsters more than the victims. And how come all the monsters look like mindless male brutes? Hmmm...Thank goodnes for the FAST FORWARD button, and even more thanks for the STOP button. Now, if I can just find the FORGET button!",9953,product 5
54,54,9954,"overated and robbed: Taking the classic James Cameron ALIENS premise, except going underground, this really got nowhere, despite all the great reviews--I got nowhere! I am sorry but I found nothing new. Perhaps its me, I am retard! but I felt I was robbed of time. I found it lacked story, and the moral of the story was odd. ok, in the end, the main character dreamed it all--did she? The Journey to the Centre of the Earth had much more imagination and charm by the rope length!",9954,product 2
55,55,9955,"This is a joke!!: I was really excited to rent this based on the 4 star reviews. Needless to say once I started watching it, I was bored for the first hour. Then these ridiculous looking monsters appear out of nowhere.ABSOLUTELY BORING, HARD TO SEE, and STUPID. WORST MOVIE EVER.. try Halloween orExorcist if you want a REAL horror movie.",9955,product 1
56,56,9956,"Don't Waste Your Time: I read a book by Jeff Long with the same title and about the same subject. Though the book started a bit slow, it took up speed and turned into one of the best reads ever, to me. I was wondering how they would turn something so interesting and complex, and psychological into a video. They didn't. This does not, at all, represent that book. If it pretended to and I were the author, I would sue. What a travesty. Boring, schlock, Hollywood representation, turning every interesting story into the outlike of a horror movie that once sold well. Please, if you like the idea of this story, buy the book. Don't Waste Your Time.",9956,product 1
57,57,9957,"It COULD have been a great movie . . ..: Okay. Let's start with the good. The atmosphere was suitably claustrophobic. The background music fit the feel of the movie. The crawlers were well-designed.***SPOILER ALERT***Unfortunately, the movie did very little to make me empathize with the ""heroine"". Juno had an affair with Sarah's late husband. That was bad. But she was vilified even more for accidentally killing another girl in the insanity of a battle with some of the crawlers, then leaving the girl when she fell to the ground. I'm sorry, but with the wound that she had, I would have expected her to be dead. But, when Sarah wounds Juno and leaves her behind, I lost all interest in seeing the main character survive, which is just as well, since the movie doesn't give us any indication that she escapes the caves. Well, at least until part 2 . . ..",9957,product 5
58,58,9958,"A great follow up to Dog Soldiers: The Descent has everything you could want in a horror film. The acting, atmosphere and gore were all top notch for this genre. Some people I went with didn't even know it was a creature film. They thought one of the girls was going to go psycho in the cave and start killing them all off. Boy were they surprised. I caught the UK ending on another website, and while I prefer that one by far, the U.S. closer wasn't too shabby either. The only thing I didn't really care for were the creatures. They were a little scary at first, but once they started showing swarms of them, they lost that creepy factor. The build up to actually seeing them was so good. I enjoyed the cave diving and crawling parts as much as the creature fest to come. Plus they weren't intimidating and hard to kill like the creature in another film similar to the feel of this one, called Alien. While I enjoyed Dog Soldiers quite a bit, The Descent is a film worthy of my horror DVD collection.",9958,product 4
59,59,9959,"Dark and Claustrophobic Horror: The Descent is a horror movie that develops a plot that's original, harrowing and not for the claustrophobic or faint-of-heart. I had never seen these actresses, who here play members of a hiking group embarking on a misadventure in an unexplored cave, but I was duly impressed. Natalie Jackson Mendoza (Juno) is beautiful almost to a fault and very gifted. It would be nice to see her in prominent roles in the future.The psychological aspect of the horror in this movie keeps building tension and is intelligently handled, where a lot of things are hinted at but not spelled out for the audience, and the caves and the things that happen inside them are unexpected and disturbing.No doubt about it, this movie does justice to its genre and I daresay that even the seasoned horror fan will be affected by it in some way. It is not a movie that leaves you indifferent to the fate of the characters, and the ending is unapologetic and unrelenting (European version).",9959,product 3
60,60,9960,"Dinosaurs are back and you're lunch!: Do you hear that buzz? Don't worry, it's not a swarm of killer bees. It's the buzz surrounding this highly anticipated first novel by Justin Strauss. Justin is an academically trained paleontologist, so you can be assured that he knows his dinosaur details.The book? Entirely gripping. If you like crackling, intelligent fiction, dinosaurs, and futureshock stories with twists and turns, then put on your bloody running shoes and sprint to the store to pick this up. Alternatively, whip out your credit card and get it now online!The characters are hewn from classic science fiction material and the action is first-rate. The reader will immediately notice that Strauss swings effortlessly between heart-pounding imagery and the subtleties of humanity without ham-fisted literary tactics common in the science fiction genre.Somebody should contact the movie studios about this. On second thought, they'd just screw it up. Go. Get this book.",9960,product 2
61,61,9961,"Very Entertaining Movie: I watched the China Doll movie DVD that I received from Amazon.com and thought it was very entertaining movie. The movie builds up the relationship between Capt. Brandon (Victor Mature) and Shu Jin (Li Li Hua) which leads to their marriage and having a little baby. It is sad at the end as both Shu Jin and Capt. Brandon are both killed, but it was nice to see the daughter 14 years later being met at Los Angeles Airport by Capt. Brandon's old crew. I would recommend this movie to anybody who likes movies that end up being very heartwarming.",9961,product 4
62,62,9962,"Wonderful Movie: I have not seen this movie since I was a young teenager and have been looking for it for so long. I was so excited when I found it on Amazon, I bought it straight away. On recieving, I cleared my afternoon, took the phone of the hook so not to be disurbed, sat down and enjoyed every minute of it. It's not Academy Award stuff, just a lovely romantic romp,something to get lost in for an hour and a half. Victor Mature may not have been one of the greatest actors, but I do enjoy anything he's in, there is just something about him and I thank god he graced the silver screen with his presence. Do yourself a favour, and just enjoy.",9962,product 2
63,63,9963,"About China Doll: This is a movie that i've wanted for over 20 yrs. Amazon.com is my hero!!!! This movie made me cry when i watched it after i had seen it with my dad, who died in 1990. This is a movie that makes me feel closer to him.",9963,product 4
64,64,9964,"Too Old: I bought the lipstick as mine had turned old and I wanted a fresh one (even though the color has been discontinued). The lipstick I received was the same quality of old as the one I already own. The lipsticks are old and should be thrown out! For $17, the vendor should not be selling.",9964,product 2
65,65,9965,"Terrible! Beyound-use date: Lipstick that arrived is so old, it even smells worse then my granny's oldest lipstick which she takes out from the tube with a match!I had to throw it away....",9965,product 1
66,66,9966,"Borror and Delong's Study of Insects: Great price...well over half off of the university's bookstore. Only black and white pictures and illustrations, but very thorough coverage of entomology.",9966,product 2
67,67,9967,REVIEW - Borror & DeLong: This is a keystone book that should be in every entomologist's library next to Chapman's The Insect: Structure & Function and Romorser & Stoffolano's The Science of Entomology.,9967,product 1
68,68,9968,Book purchase: Product was in excellent shape as indicated.I received the book quickly and would definitely do business with these people again.thanks,9968,product 5
69,69,9969,"Only a music producer can like this.: Listening to this synthesized 21st Century adaptation of a great classic could turn a classical enthusiast into a classical hater. After listening to this anemic attempt at capturing the power of a acclaimed musical portrait by using synthesized instruments, one is left to wonder why a recording company hasn't recorded this piece using a large orchestra. It just begs for the real thing. At least with a large orchestra there might be more justification to charge $23 for just 33 minutes of music. I would strongly urge classical music lovers to approach with caution if they are thinking of buying any of the other selections in this classical music series played by Alexander Jero. Too bad Amazon doesn't offer a money-back guarantee on opened CDs. As for the sound, it is enveloping, if you like to be surrounded by harsh virtual instrumentation.",9969,product 1
70,70,9970,"beware: The product does give the surround sound experience, which sounded okay in my cars audio system. However,this version is not the orchestral sound I was expecting. Rather it is more of an organ piece, which I find not as rich or vibrant.",9970,product 3
71,71,9971,happy i only wasted money for 2 Music Experience in 3-Dimensional Sound: Music Experience in 3-Dimensional SoundThis cd shouldnt have been recordedMy fault i bougt this cdWas tempted of the dts recordingI could have readed other rewiewsThe experience listen to this is saddnes over own stupidityLoke1858,9971,product 1
72,72,9972,"oh my goodness!: If this is a single release, that must mean the full album on CD would run about $700. The dollar must have dropped through the floor.",9972,product 3
73,73,9973,"The dummy ""FATS"" is hysterical!!!!: ALL I can really say about the movie is that the puppet steals the show. It really didn't matter how weak the story was because the puppet's comments made the show.",9973,product 5
74,74,9974,"Dummy Scared the Be-Jesus Out of Me: Oh, God, do I remember seeing the dummy's face in the ads. That was the scariest thing about this movie. I was probably about 8 or 9 at the time. I remember watching ""The Incredible Hulk"" on a Friday night and the commercials came on. This face appeared on the screen and I thought it might be the show, but it wasn't. They kept zooming in on him and I got scared. From then on, every time I saw the ad, I would switch the channel or cover my eyes. And over the years, whenever I've seen the ad, I've nearly jumped out of my skin. Yeah, Fats was SCARY!",9974,product 3
75,75,9975,"More Ham-O-Rama Theatrics From Sir Anthony: Whenever anyone I know blathers on about how great an actor Sir Anthony Hopkins is, I tell them to stick this in the VCR. It's a horror movie, alright: a horror to sit through. lt's Battle of the Uncured Hams as Sir Anthony, Ann-Margret and Burgess Meredith act up a storm on a script that should have never seen the light of day. Fats the Dummy is unquestionably the best actor in this movie but regrettably has to share scenes with the aforementioned actors; if only Fats had been able to break away from Sir Anthony's arm earlier in the movie and massacred the entire cast, I'd be writing a five-star rating instead of this. If you need convincing that Hopkins' success in ""Silence of the Lambs"" was just a fluke and that he is indeed just another tough slice of fatty Welsh ham, watch a double feature of this and ""Legends of the Fall""; Hopkins is like some Monty Python grotesque played for pathos instead of comedy.",9975,product 5
76,76,9976,"Take The Knife Up The Hill And Rent This Movie!: forget the fact that the viewer has no clue HOW hopkins' Corky got involved with the dummy, or HOW he even got famous at all. the big deal here is Hopkin's performance. reminicent of early Peter Lorre, hopkin's descent into dementia is mesmerizing, and, as ""Fats"", his high pitched Brooklynese ventriloquism is absolutely chilling.Whenever other characters (i.e. Ann Margaret and Burgess Meredith) invade the screen, the movie becomes pathetic. When Hopkins and Fats the dummy are alone together, it is one of the finest spectacles ever commited to film by a single actor.",9976,product 1
77,77,9977,"MAGIC ADS WERE SCARY!: Though the movie was frightening enough, it wasn't what I saw one night alone in a Poconos hotel room while my parents were out dining and dancing. What I witnessed was the thing that STILL freaks me out when I think about it. The Magic commercial. All it was was Fats the dummy reciting a demonic poem. I can still say the poem to this day. I was so scared, I could not leave the bed until my parents arrived back, hours later.I must be honest, ventriloquist dummies still scare me to death. They should totally release the commerical to video or DVD. From what I see, enough people of my age were freaked out about it and would probably LOVE to see it again.",9977,product 1
